file,0.0,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08,0.09
NSW_Local_Government_2024_Federation 9 seats.csv__hit192,BOTT David (UG),BOTT David (UG),BOTT David (UG),BOTT David (UG),BOTT David (UG),BLACK Rowena (UG),BLACK Rowena (UG),BLACK Rowena (UG),BLACK Rowena (UG),COOK Cheryl (G)
NSW_Local_Government_2024_Federation 9 seats.csv__hit193,COOK Cheryl (G),BOTT David (UG),BOTT David (UG),BOTT David (UG),BLACK Rowena (UG),BLACK Rowena (UG),COOK Cheryl (G),COOK Cheryl (G),COOK Cheryl (G),COOK Cheryl (G)
NSW_Local_Government_2024_Federation 9 seats.csv__hit194,BOTT David (UG),BOTT David (UG),BOTT David (UG),BOTT David (UG),BOTT David (UG),BLACK Rowena (UG),BLACK Rowena (UG),BLACK Rowena (UG),BLACK Rowena (UG),BLACK Rowena (UG)
NSW_Local_Government_2024_Federation 9 seats.csv__hit195,NIXON Richard (F),BOTT David (UG),BLACK Rowena (UG),BLACK Rowena (UG),BLACK Rowena (UG),BLACK Rowena (UG),BLACK Rowena (UG),BLACK Rowena (UG),BLACK Rowena (UG),COOK Cheryl (G)
NSW_Local_Government_2024_Federation 9 seats.csv__hit196,SCHOEN Derek (A),BLACK Rowena (UG),BLACK Rowena (UG),BLACK Rowena (UG),BLACK Rowena (UG),BLACK Rowena (UG),BLACK Rowena (UG),BLACK Rowena (UG),BLACK Rowena (UG),SCHOEN Derek (A)
NSW_Local_Government_2024_Federation 9 seats.csv__hit197,BLACK Rowena (UG),SCHOEN Derek (A),BLACK Rowena (UG),BLACK Rowena (UG),BLACK Rowena (UG),SCHOEN Derek (A),SCHOEN Derek (A),COOK Cheryl (G),COOK Cheryl (G),COOK Cheryl (G)
NSW_Local_Government_2024_Federation 9 seats.csv__hit198,BOTT David (UG),BOTT David (UG),BOTT David (UG),BOTT David (UG),BOTT David (UG),BLACK Rowena (UG),BLACK Rowena (UG),SCHOEN Derek (A),SCHOEN Derek (A),COOK Cheryl (G)
NSW_Local_Government_2024_Federation 9 seats.csv__hit199,SCHOEN Derek (A),BLACK Rowena (UG),BLACK Rowena (UG),BLACK Rowena (UG),BLACK Rowena (UG),BLACK Rowena (UG),BLACK Rowena (UG),BLACK Rowena (UG),BLACK Rowena (UG),BLACK Rowena (UG)
NSW_Local_Government_2024_Dungog_-_B_Ward 2 seats.csv__hit0,LOW Stephen,LOW Stephen,LOW Stephen,LOW Stephen,LOW Stephen,LOW Stephen,LOW Stephen,LOW Stephen,LOW Stephen,LOW Stephen
NSW_Local_Government_2024_Dungog_-_B_Ward 2 seats.csv__hit1,LOW Stephen,LOW Stephen,LOW Stephen,LOW Stephen,LOW Stephen,LOW Stephen,LOW Stephen,LOW Stephen,LOW Stephen,LOW Stephen
NSW_Local_Government_2024_Dungog_-_B_Ward 2 seats.csv__hit2,LOW Stephen,LOW Stephen,LOW Stephen,LOW Stephen,LOW Stephen,LOW Stephen,LOW Stephen,LOW Stephen,LOW Stephen,LOW Stephen
NSW_Local_Government_2024_Dungog_-_B_Ward 2 seats.csv__hit3,GREEN Alan,DRINAN Karen,LOW Stephen,LOW Stephen,LOW Stephen,LOW Stephen,LOW Stephen,LOW Stephen,LOW Stephen,LOW Stephen
NSW_Local_Government_2024_Dungog_-_B_Ward 2 seats.csv__hit4,CAMPBELL James,DRINAN Karen,LOW Stephen,CAMPBELL James,CAMPBELL James,CAMPBELL James,CAMPBELL James,CAMPBELL James,CAMPBELL James,CAMPBELL James
NSW_Local_Government_2024_Dungog_-_B_Ward 2 seats.csv__hit5,GREEN Alan,DRINAN Karen,LOW Stephen,GREEN Alan,LOW Stephen,LOW Stephen,LOW Stephen,LOW Stephen,GREEN Alan,LOW Stephen
NSW_Local_Government_2024_Dungog_-_B_Ward 2 seats.csv__hit6,LOW Stephen,DRINAN Karen,LOW Stephen,LOW Stephen,LOW Stephen,LOW Stephen,LOW Stephen,LOW Stephen,GREEN Alan,LOW Stephen
NSW_Local_Government_2024_Dungog_-_B_Ward 2 seats.csv__hit7,GREEN Alan,DRINAN Karen,LOW Stephen,LOW Stephen,LOW Stephen,LOW Stephen,LOW Stephen,LOW Stephen,LOW Stephen,LOW Stephen
NSW_Local_Government_2024_Dungog_-_B_Ward 2 seats.csv__hit8,LOW Stephen,DRINAN Karen,LOW Stephen,LOW Stephen,LOW Stephen,LOW Stephen,LOW Stephen,LOW Stephen,LOW Stephen,LOW Stephen
NSW_Local_Government_2024_Dungog_-_B_Ward 2 seats.csv__hit9,GREEN Alan,DRINAN Karen,LOW Stephen,LOW Stephen,LOW Stephen,LOW Stephen,LOW Stephen,LOW Stephen,LOW Stephen,LOW Stephen
NSW_Local_Government_2024_Dungog_-_B_Ward 2 seats.csv__hit10,DRINAN Karen,DRINAN Karen,LOW Stephen,LOW Stephen,LOW Stephen,LOW Stephen,LOW Stephen,LOW Stephen,GREEN Alan,LOW Stephen
NSW_Local_Government_2024_Dungog_-_B_Ward 2 seats.csv__hit11,LOW Stephen,LOW Stephen,LOW Stephen,LOW Stephen,LOW Stephen,LOW Stephen,LOW Stephen,LOW Stephen,LOW Stephen,LOW Stephen
NSW_Local_Government_2024_Dungog_-_B_Ward 2 seats.csv__hit12,GREEN Alan,DRINAN Karen,GREEN Alan,CAMPBELL James,CAMPBELL James,CAMPBELL James,CAMPBELL James,CAMPBELL James,CAMPBELL James,CAMPBELL James
NSW_Local_Government_2024_Dungog_-_B_Ward 2 seats.csv__hit13,GREEN Alan,DRINAN Karen,LOW Stephen,LOW Stephen,LOW Stephen,LOW Stephen,GREEN Alan,GREEN Alan,GREEN Alan,LOW Stephen
NSW_Local_Government_2024_Dungog_-_B_Ward 2 seats.csv__hit14,GREEN Alan,DRINAN Karen,LOW Stephen,GREEN Alan,CAMPBELL James,CAMPBELL James,CAMPBELL James,CAMPBELL James,CAMPBELL James,CAMPBELL James
NSW_Local_Government_2024_Dungog_-_B_Ward 2 seats.csv__hit15,LOW Stephen,DRINAN Karen,LOW Stephen,LOW Stephen,LOW Stephen,GREEN Alan,LOW Stephen,GREEN Alan,GREEN Alan,LOW Stephen
NSW_Local_Government_2024_Dungog_-_B_Ward 2 seats.csv__hit16,GREEN Alan,DRINAN Karen,LOW Stephen,LOW Stephen,LOW Stephen,LOW Stephen,LOW Stephen,LOW Stephen,LOW Stephen,LOW Stephen
NSW_Local_Government_2024_Dungog_-_B_Ward 2 seats.csv__hit17,GREEN Alan,DRINAN Karen,LOW Stephen,LOW Stephen,LOW Stephen,LOW Stephen,LOW Stephen,LOW Stephen,LOW Stephen,LOW Stephen
NSW_Local_Government_2024_Dungog_-_B_Ward 2 seats.csv__hit18,CAMPBELL James,DRINAN Karen,LOW Stephen,CAMPBELL James,CAMPBELL James,CAMPBELL James,CAMPBELL James,CAMPBELL James,CAMPBELL James,CAMPBELL James
NSW_Local_Government_2024_Dungog_-_B_Ward 2 seats.csv__hit19,GREEN Alan,DRINAN Karen,LOW Stephen,LOW Stephen,LOW Stephen,LOW Stephen,LOW Stephen,LOW Stephen,LOW Stephen,LOW Stephen
NSW_Local_Government_2024_Dungog_-_B_Ward 2 seats.csv__hit20,DRINAN Karen,DRINAN Karen,CAMPBELL James,CAMPBELL James,CAMPBELL James,CAMPBELL James,CAMPBELL James,CAMPBELL James,CAMPBELL James,CAMPBELL James
NSW_Local_Government_2024_Dungog_-_B_Ward 2 seats.csv__hit21,GREEN Alan,DRINAN Karen,GREEN Alan,LOW Stephen,LOW Stephen,LOW Stephen,LOW Stephen,LOW Stephen,LOW Stephen,LOW Stephen
NSW_Local_Government_2024_Dungog_-_B_Ward 2 seats.csv__hit22,LOW Stephen,DRINAN Karen,GREEN Alan,LOW Stephen,LOW Stephen,LOW Stephen,LOW Stephen,LOW Stephen,LOW Stephen,LOW Stephen
NSW_Local_Government_2024_Dungog_-_B_Ward 2 seats.csv__hit23,DRINAN Karen,DRINAN Karen,LOW Stephen,LOW Stephen,LOW Stephen,LOW Stephen,LOW Stephen,LOW Stephen,LOW Stephen,LOW Stephen
NSW_Local_Government_2024_Dungog_-_B_Ward 2 seats.csv__hit24,LOW Stephen,DRINAN Karen,LOW Stephen,LOW Stephen,LOW Stephen,LOW Stephen,LOW Stephen,LOW Stephen,LOW Stephen,LOW Stephen
NSW_Local_Government_2024_Dungog_-_B_Ward 2 seats.csv__hit25,DRINAN Karen,DRINAN Karen,CAMPBELL James,GREEN Alan,CAMPBELL James,CAMPBELL James,CAMPBELL James,CAMPBELL James,CAMPBELL James,CAMPBELL James
NSW_Local_Government_2024_Dungog_-_B_Ward 2 seats.csv__hit26,CAMPBELL James,DRINAN Karen,CAMPBELL James,CAMPBELL James,CAMPBELL James,CAMPBELL James,CAMPBELL James,CAMPBELL James,CAMPBELL James,CAMPBELL James
NSW_Local_Government_2024_Dungog_-_B_Ward 2 seats.csv__hit27,LOW Stephen,DRINAN Karen,LOW Stephen,LOW Stephen,LOW Stephen,LOW Stephen,LOW Stephen,LOW Stephen,LOW Stephen,LOW Stephen
NSW_Local_Government_2024_Dungog_-_B_Ward 2 seats.csv__hit28,DRINAN Karen,DRINAN Karen,LOW Stephen,LOW Stephen,LOW Stephen,LOW Stephen,LOW Stephen,LOW Stephen,LOW Stephen,LOW Stephen
NSW_Local_Government_2024_Dungog_-_B_Ward 2 seats.csv__hit29,DRINAN Karen,DRINAN Karen,GREEN Alan,LOW Stephen,LOW Stephen,GREEN Alan,GREEN Alan,GREEN Alan,GREEN Alan,LOW Stephen
NSW_Local_Government_2024_Dungog_-_B_Ward 2 seats.csv__hit30,DRINAN Karen,DRINAN Karen,LOW Stephen,LOW Stephen,LOW Stephen,LOW Stephen,LOW Stephen,GREEN Alan,GREEN Alan,LOW Stephen
NSW_Local_Government_2024_Dungog_-_B_Ward 2 seats.csv__hit31,GREEN Alan,LOW Stephen,LOW Stephen,LOW Stephen,LOW Stephen,LOW Stephen,LOW Stephen,LOW Stephen,LOW Stephen,LOW Stephen
NSW_Local_Government_2024_Dungog_-_B_Ward 2 seats.csv__hit32,CAMPBELL James,LOW Stephen,CAMPBELL James,CAMPBELL James,CAMPBELL James,CAMPBELL James,CAMPBELL James,CAMPBELL James,CAMPBELL James,GREEN Alan
NSW_Local_Government_2024_Dungog_-_B_Ward 2 seats.csv__hit33,LOW Stephen,LOW Stephen,LOW Stephen,LOW Stephen,LOW Stephen,LOW Stephen,LOW Stephen,LOW Stephen,LOW Stephen,LOW Stephen
NSW_Local_Government_2024_Dungog_-_B_Ward 2 seats.csv__hit34,LOW Stephen,DRINAN Karen,LOW Stephen,LOW Stephen,LOW Stephen,LOW Stephen,GREEN Alan,GREEN Alan,GREEN Alan,LOW Stephen
NSW_Local_Government_2024_Dungog_-_B_Ward 2 seats.csv__hit35,GREEN Alan,LOW Stephen,LOW Stephen,LOW Stephen,LOW Stephen,LOW Stephen,LOW Stephen,GREEN Alan,LOW Stephen,LOW Stephen
NSW_Local_Government_2024_Dungog_-_B_Ward 2 seats.csv__hit36,LOW Stephen,LOW Stephen,LOW Stephen,LOW Stephen,LOW Stephen,LOW Stephen,LOW Stephen,LOW Stephen,LOW Stephen,LOW Stephen
NSW_Local_Government_2024_Dungog_-_B_Ward 2 seats.csv__hit37,DRINAN Karen,DRINAN Karen,LOW Stephen,LOW Stephen,LOW Stephen,LOW Stephen,LOW Stephen,LOW Stephen,LOW Stephen,LOW Stephen
NSW_Local_Government_2024_Dungog_-_B_Ward 2 seats.csv__hit38,DRINAN Karen,DRINAN Karen,GREEN Alan,LOW Stephen,LOW Stephen,LOW Stephen,LOW Stephen,LOW Stephen,LOW Stephen,LOW Stephen
NSW_Local_Government_2024_Dungog_-_B_Ward 2 seats.csv__hit39,LOW Stephen,DRINAN Karen,LOW Stephen,LOW Stephen,LOW Stephen,LOW Stephen,LOW Stephen,LOW Stephen,LOW Stephen,LOW Stephen
NSW_Local_Government_2024_Dungog_-_B_Ward 2 seats.csv__hit40,LOW Stephen,DRINAN Karen,LOW Stephen,LOW Stephen,LOW Stephen,LOW Stephen,LOW Stephen,LOW Stephen,LOW Stephen,LOW Stephen
NSW_Local_Government_2024_Dungog_-_B_Ward 2 seats.csv__hit41,DRINAN Karen,DRINAN Karen,LOW Stephen,LOW Stephen,LOW Stephen,LOW Stephen,LOW Stephen,GREEN Alan,GREEN Alan,LOW Stephen
NSW_Local_Government_2024_Dungog_-_B_Ward 2 seats.csv__hit42,GREEN Alan,LOW Stephen,LOW Stephen,CAMPBELL James,CAMPBELL James,GREEN Alan,GREEN Alan,LOW Stephen,GREEN Alan,GREEN Alan
NSW_Local_Government_2024_Dungog_-_B_Ward 2 seats.csv__hit43,LOW Stephen,LOW Stephen,LOW Stephen,LOW Stephen,LOW Stephen,LOW Stephen,LOW Stephen,LOW Stephen,LOW Stephen,LOW Stephen
NSW_Local_Government_2024_Dungog_-_B_Ward 2 seats.csv__hit44,GREEN Alan,DRINAN Karen,LOW Stephen,LOW Stephen,LOW Stephen,LOW Stephen,DRINAN Karen,DRINAN Karen,DRINAN Karen,GREEN Alan
NSW_Local_Government_2024_Dungog_-_B_Ward 2 seats.csv__hit45,CAMPBELL James,DRINAN Karen,LOW Stephen,CAMPBELL James,CAMPBELL James,CAMPBELL James,CAMPBELL James,CAMPBELL James,GREEN Alan,GREEN Alan
NSW_Local_Government_2024_Dungog_-_B_Ward 2 seats.csv__hit46,GREEN Alan,GREEN Alan,GREEN Alan,LOW Stephen,LOW Stephen,GREEN Alan,GREEN Alan,GREEN Alan,GREEN Alan,LOW Stephen
NSW_Local_Government_2024_Dungog_-_B_Ward 2 seats.csv__hit47,GREEN Alan,DRINAN Karen,CAMPBELL James,CAMPBELL James,CAMPBELL James,CAMPBELL James,CAMPBELL James,CAMPBELL James,CAMPBELL James,CAMPBELL James
NSW_Local_Government_2024_Dungog_-_B_Ward 2 seats.csv__hit48,LOW Stephen,LOW Stephen,LOW Stephen,LOW Stephen,LOW Stephen,LOW Stephen,LOW Stephen,GREEN Alan,GREEN Alan,LOW Stephen
NSW_Local_Government_2024_Dungog_-_B_Ward 2 seats.csv__hit49,LOW Stephen,LOW Stephen,LOW Stephen,LOW Stephen,LOW Stephen,LOW Stephen,LOW Stephen,GREEN Alan,GREEN Alan,LOW Stephen
NSW_Local_Government_2024_Dungog_-_B_Ward 2 seats.csv__hit50,CAMPBELL James,CAMPBELL James,GREEN Alan,CAMPBELL James,CAMPBELL James,CAMPBELL James,GREEN Alan,CAMPBELL James,GREEN Alan,GREEN Alan
NSW_Local_Government_2024_Dungog_-_B_Ward 2 seats.csv__hit51,GREEN Alan,CAMPBELL James,CAMPBELL James,GREEN Alan,CAMPBELL James,CAMPBELL James,CAMPBELL James,CAMPBELL James,CAMPBELL James,CAMPBELL James
NSW_Local_Government_2024_Dungog_-_B_Ward 2 seats.csv__hit52,DRINAN Karen,LOW Stephen,LOW Stephen,CAMPBELL James,CAMPBELL James,CAMPBELL James,CAMPBELL James,CAMPBELL James,CAMPBELL James,GREEN Alan
NSW_Local_Government_2024_Dungog_-_B_Ward 2 seats.csv__hit53,LOW Stephen,DRINAN Karen,LOW Stephen,LOW Stephen,LOW Stephen,LOW Stephen,LOW Stephen,GREEN Alan,GREEN Alan,LOW Stephen
NSW_Local_Government_2024_Dungog_-_B_Ward 2 seats.csv__hit54,GREEN Alan,LOW Stephen,LOW Stephen,CAMPBELL James,CAMPBELL James,LOW Stephen,LOW Stephen,LOW Stephen,GREEN Alan,GREEN Alan
NSW_Local_Government_2024_Dungog_-_B_Ward 2 seats.csv__hit55,LOW Stephen,LOW Stephen,LOW Stephen,LOW Stephen,LOW Stephen,LOW Stephen,DRINAN Karen,GREEN Alan,GREEN Alan,LOW Stephen
NSW_Local_Government_2024_Dungog_-_B_Ward 2 seats.csv__hit56,LOW Stephen,LOW Stephen,LOW Stephen,LOW Stephen,LOW Stephen,LOW Stephen,LOW Stephen,LOW Stephen,LOW Stephen,LOW Stephen
NSW_Local_Government_2024_Dungog_-_B_Ward 2 seats.csv__hit57,LOW Stephen,DRINAN Karen,LOW Stephen,LOW Stephen,LOW Stephen,LOW Stephen,GREEN Alan,GREEN Alan,GREEN Alan,LOW Stephen
NSW_Local_Government_2024_Dungog_-_B_Ward 2 seats.csv__hit58,LOW Stephen,LOW Stephen,LOW Stephen,LOW Stephen,LOW Stephen,LOW Stephen,LOW Stephen,LOW Stephen,LOW Stephen,LOW Stephen
NSW_Local_Government_2024_Dungog_-_B_Ward 2 seats.csv__hit59,CAMPBELL James,DRINAN Karen,CAMPBELL James,CAMPBELL James,CAMPBELL James,CAMPBELL James,CAMPBELL James,CAMPBELL James,CAMPBELL James,CAMPBELL James
NSW_Local_Government_2024_Dungog_-_B_Ward 2 seats.csv__hit60,LOW Stephen,DRINAN Karen,LOW Stephen,LOW Stephen,LOW Stephen,LOW Stephen,LOW Stephen,LOW Stephen,LOW Stephen,LOW Stephen
NSW_Local_Government_2024_Dungog_-_B_Ward 2 seats.csv__hit61,GREEN Alan,DRINAN Karen,GREEN Alan,CAMPBELL James,CAMPBELL James,GREEN Alan,GREEN Alan,GREEN Alan,GREEN Alan,CAMPBELL James
NSW_Local_Government_2024_Dungog_-_B_Ward 2 seats.csv__hit62,LOW Stephen,DRINAN Karen,LOW Stephen,LOW Stephen,LOW Stephen,LOW Stephen,LOW Stephen,LOW Stephen,LOW Stephen,LOW Stephen
NSW_Local_Government_2024_Dungog_-_B_Ward 2 seats.csv__hit63,LOW Stephen,DRINAN Karen,LOW Stephen,LOW Stephen,LOW Stephen,LOW Stephen,LOW Stephen,LOW Stephen,LOW Stephen,LOW Stephen
NSW_Local_Government_2024_Dungog_-_B_Ward 2 seats.csv__hit64,LOW Stephen,DRINAN Karen,LOW Stephen,GREEN Alan,LOW Stephen,LOW Stephen,GREEN Alan,GREEN Alan,LOW Stephen,LOW Stephen
NSW_Local_Government_2024_Dungog_-_B_Ward 2 seats.csv__hit65,LOW Stephen,LOW Stephen,LOW Stephen,LOW Stephen,LOW Stephen,LOW Stephen,LOW Stephen,LOW Stephen,LOW Stephen,LOW Stephen
NSW_Local_Government_2024_Dungog_-_B_Ward 2 seats.csv__hit66,GREEN Alan,DRINAN Karen,LOW Stephen,LOW Stephen,LOW Stephen,LOW Stephen,LOW Stephen,LOW Stephen,LOW Stephen,LOW Stephen
NSW_Local_Government_2024_Dungog_-_B_Ward 2 seats.csv__hit67,LOW Stephen,LOW Stephen,LOW Stephen,LOW Stephen,LOW Stephen,LOW Stephen,LOW Stephen,LOW Stephen,GREEN Alan,LOW Stephen
NSW_Local_Government_2024_Dungog_-_B_Ward 2 seats.csv__hit68,LOW Stephen,LOW Stephen,LOW Stephen,GREEN Alan,LOW Stephen,LOW Stephen,LOW Stephen,LOW Stephen,LOW Stephen,LOW Stephen
NSW_Local_Government_2024_Dungog_-_B_Ward 2 seats.csv__hit69,LOW Stephen,DRINAN Karen,LOW Stephen,LOW Stephen,LOW Stephen,LOW Stephen,LOW Stephen,GREEN Alan,GREEN Alan,GREEN Alan
NSW_Local_Government_2024_Dungog_-_B_Ward 2 seats.csv__hit70,DRINAN Karen,LOW Stephen,LOW Stephen,LOW Stephen,LOW Stephen,LOW Stephen,LOW Stephen,LOW Stephen,LOW Stephen,LOW Stephen
NSW_Local_Government_2024_Dungog_-_B_Ward 2 seats.csv__hit71,GREEN Alan,LOW Stephen,LOW Stephen,LOW Stephen,LOW Stephen,LOW Stephen,LOW Stephen,LOW Stephen,LOW Stephen,LOW Stephen
NSW_Local_Government_2024_Dungog_-_B_Ward 2 seats.csv__hit72,GREEN Alan,DRINAN Karen,GREEN Alan,CAMPBELL James,CAMPBELL James,CAMPBELL James,CAMPBELL James,CAMPBELL James,CAMPBELL James,CAMPBELL James
NSW_Local_Government_2024_Dungog_-_B_Ward 2 seats.csv__hit73,DRINAN Karen,LOW Stephen,LOW Stephen,LOW Stephen,LOW Stephen,LOW Stephen,LOW Stephen,LOW Stephen,LOW Stephen,LOW Stephen
NSW_Local_Government_2024_Dungog_-_B_Ward 2 seats.csv__hit74,DRINAN Karen,DRINAN Karen,GREEN Alan,CAMPBELL James,CAMPBELL James,CAMPBELL James,CAMPBELL James,CAMPBELL James,CAMPBELL James,CAMPBELL James
NSW_Local_Government_2024_Dungog_-_B_Ward 2 seats.csv__hit75,LOW Stephen,DRINAN Karen,GREEN Alan,GREEN Alan,LOW Stephen,LOW Stephen,LOW Stephen,LOW Stephen,LOW Stephen,LOW Stephen
NSW_Local_Government_2024_Dungog_-_B_Ward 2 seats.csv__hit76,CAMPBELL James,LOW Stephen,LOW Stephen,CAMPBELL James,CAMPBELL James,CAMPBELL James,CAMPBELL James,CAMPBELL James,CAMPBELL James,CAMPBELL James
NSW_Local_Government_2024_Dungog_-_B_Ward 2 seats.csv__hit77,GREEN Alan,CAMPBELL James,DRINAN Karen,CAMPBELL James,CAMPBELL James,GREEN Alan,GREEN Alan,CAMPBELL James,GREEN Alan,CAMPBELL James
NSW_Local_Government_2024_Dungog_-_B_Ward 2 seats.csv__hit78,LOW Stephen,DRINAN Karen,GREEN Alan,CAMPBELL James,CAMPBELL James,CAMPBELL James,CAMPBELL James,CAMPBELL James,CAMPBELL James,CAMPBELL James
NSW_Local_Government_2024_Dungog_-_B_Ward 2 seats.csv__hit79,DRINAN Karen,DRINAN Karen,DRINAN Karen,LOW Stephen,LOW Stephen,LOW Stephen,LOW Stephen,LOW Stephen,LOW Stephen,LOW Stephen
NSW_Local_Government_2024_Dungog_-_B_Ward 2 seats.csv__hit80,GREEN Alan,DRINAN Karen,CAMPBELL James,CAMPBELL James,CAMPBELL James,CAMPBELL James,CAMPBELL James,CAMPBELL James,CAMPBELL James,CAMPBELL James
NSW_Local_Government_2024_Dungog_-_B_Ward 2 seats.csv__hit81,GREEN Alan,DRINAN Karen,LOW Stephen,LOW Stephen,LOW Stephen,LOW Stephen,LOW Stephen,LOW Stephen,LOW Stephen,LOW Stephen
NSW_Local_Government_2024_Dungog_-_B_Ward 2 seats.csv__hit82,LOW Stephen,DRINAN Karen,LOW Stephen,LOW Stephen,LOW Stephen,LOW Stephen,LOW Stephen,GREEN Alan,GREEN Alan,LOW Stephen
NSW_Local_Government_2024_Dungog_-_B_Ward 2 seats.csv__hit83,CAMPBELL James,DRINAN Karen,GREEN Alan,CAMPBELL James,CAMPBELL James,GREEN Alan,GREEN Alan,GREEN Alan,GREEN Alan,GREEN Alan
NSW_Local_Government_2024_Dungog_-_B_Ward 2 seats.csv__hit84,LOW Stephen,DRINAN Karen,GREEN Alan,LOW Stephen,LOW Stephen,LOW Stephen,LOW Stephen,LOW Stephen,LOW Stephen,LOW Stephen
NSW_Local_Government_2024_Dungog_-_B_Ward 2 seats.csv__hit85,DRINAN Karen,CAMPBELL James,CAMPBELL James,CAMPBELL James,CAMPBELL James,CAMPBELL James,CAMPBELL James,CAMPBELL James,CAMPBELL James,CAMPBELL James
NSW_Local_Government_2024_Dungog_-_B_Ward 2 seats.csv__hit86,LOW Stephen,DRINAN Karen,LOW Stephen,LOW Stephen,LOW Stephen,LOW Stephen,LOW Stephen,LOW Stephen,LOW Stephen,LOW Stephen
NSW_Local_Government_2024_Dungog_-_B_Ward 2 seats.csv__hit87,LOW Stephen,LOW Stephen,LOW Stephen,LOW Stephen,LOW Stephen,LOW Stephen,LOW Stephen,LOW Stephen,LOW Stephen,LOW Stephen
NSW_Local_Government_2024_Dungog_-_B_Ward 2 seats.csv__hit88,GREEN Alan,LOW Stephen,CAMPBELL James,CAMPBELL James,CAMPBELL James,GREEN Alan,GREEN Alan,GREEN Alan,GREEN Alan,DRINAN Karen
NSW_Local_Government_2024_Dungog_-_B_Ward 2 seats.csv__hit89,CAMPBELL James,LOW Stephen,LOW Stephen,CAMPBELL James,CAMPBELL James,CAMPBELL James,CAMPBELL James,CAMPBELL James,CAMPBELL James,CAMPBELL James
NSW_Local_Government_2024_Dungog_-_B_Ward 2 seats.csv__hit90,LOW Stephen,DRINAN Karen,LOW Stephen,LOW Stephen,LOW Stephen,LOW Stephen,LOW Stephen,LOW Stephen,LOW Stephen,LOW Stephen
NSW_Local_Government_2024_Dungog_-_B_Ward 2 seats.csv__hit91,GREEN Alan,GREEN Alan,DRINAN Karen,GREEN Alan,CAMPBELL James,GREEN Alan,GREEN Alan,GREEN Alan,GREEN Alan,CAMPBELL James
NSW_Local_Government_2024_Dungog_-_B_Ward 2 seats.csv__hit92,GREEN Alan,DRINAN Karen,GREEN Alan,CAMPBELL James,CAMPBELL James,CAMPBELL James,CAMPBELL James,CAMPBELL James,CAMPBELL James,CAMPBELL James
NSW_Local_Government_2024_Dungog_-_B_Ward 2 seats.csv__hit93,GREEN Alan,DRINAN Karen,LOW Stephen,LOW Stephen,LOW Stephen,LOW Stephen,LOW Stephen,LOW Stephen,LOW Stephen,LOW Stephen
NSW_Local_Government_2024_Dungog_-_B_Ward 2 seats.csv__hit94,DRINAN Karen,DRINAN Karen,DRINAN Karen,CAMPBELL James,CAMPBELL James,CAMPBELL James,CAMPBELL James,CAMPBELL James,CAMPBELL James,CAMPBELL James
NSW_Local_Government_2024_Dungog_-_B_Ward 2 seats.csv__hit95,LOW Stephen,LOW Stephen,LOW Stephen,LOW Stephen,LOW Stephen,LOW Stephen,LOW Stephen,LOW Stephen,LOW Stephen,LOW Stephen
NSW_Local_Government_2024_Dungog_-_B_Ward 2 seats.csv__hit96,DRINAN Karen,DRINAN Karen,LOW Stephen,GREEN Alan,CAMPBELL James,CAMPBELL James,CAMPBELL James,CAMPBELL James,CAMPBELL James,CAMPBELL James
NSW_Local_Government_2024_Dungog_-_B_Ward 2 seats.csv__hit97,LOW Stephen,DRINAN Karen,LOW Stephen,LOW Stephen,LOW Stephen,LOW Stephen,LOW Stephen,LOW Stephen,LOW Stephen,LOW Stephen
NSW_Local_Government_2024_Dungog_-_B_Ward 2 seats.csv__hit98,DRINAN Karen,DRINAN Karen,LOW Stephen,LOW Stephen,LOW Stephen,LOW Stephen,LOW Stephen,LOW Stephen,LOW Stephen,LOW Stephen
NSW_Local_Government_2024_Dungog_-_B_Ward 2 seats.csv__hit99,LOW Stephen,DRINAN Karen,LOW Stephen,LOW Stephen,LOW Stephen,LOW Stephen,LOW Stephen,LOW Stephen,LOW Stephen,LOW Stephen
NSW_Local_Government_2024_Dungog_-_B_Ward 2 seats.csv__hit100,LOW Stephen,CAMPBELL James,CAMPBELL James,CAMPBELL James,CAMPBELL James,GREEN Alan,GREEN Alan,CAMPBELL James,CAMPBELL James,GREEN Alan
NSW_Local_Government_2024_Dungog_-_B_Ward 2 seats.csv__hit101,LOW Stephen,CAMPBELL James,LOW Stephen,CAMPBELL James,CAMPBELL James,CAMPBELL James,CAMPBELL James,CAMPBELL James,CAMPBELL James,GREEN Alan
NSW_Local_Government_2024_Dungog_-_B_Ward 2 seats.csv__hit102,LOW Stephen,DRINAN Karen,LOW Stephen,LOW Stephen,LOW Stephen,LOW Stephen,LOW Stephen,LOW Stephen,LOW Stephen,LOW Stephen
NSW_Local_Government_2024_Dungog_-_B_Ward 2 seats.csv__hit103,LOW Stephen,DRINAN Karen,LOW Stephen,GREEN Alan,LOW Stephen,LOW Stephen,LOW Stephen,LOW Stephen,GREEN Alan,LOW Stephen
NSW_Local_Government_2024_Dungog_-_B_Ward 2 seats.csv__hit104,LOW Stephen,DRINAN Karen,LOW Stephen,LOW Stephen,LOW Stephen,LOW Stephen,LOW Stephen,LOW Stephen,LOW Stephen,LOW Stephen
NSW_Local_Government_2024_Dungog_-_B_Ward 2 seats.csv__hit105,CAMPBELL James,DRINAN Karen,DRINAN Karen,CAMPBELL James,CAMPBELL James,CAMPBELL James,DRINAN Karen,DRINAN Karen,DRINAN Karen,DRINAN Karen
